# This file is generated on 06-Dec-2021 at 11:29:41 and contains for each site, each satellite, frequency:
# att_comb = total attenuation (dB).
# All parameters are computed by: ITU-R P.618-10 model.
# Total attenuation results are sorted acording to the site identification number:
#    _ 1 = Budapest (Lat = 4.7498e+01 deg, Lon = 1.9040e+01 deg, Alt = 5.2700e-01 km)
# Stored values are organised as follow:
# Site number, Satellite number, Frequency (GHz), Elevation angle (deg), Elevation probability (), Time exceeded (%), att_comb (dB)
1, 2, 7.5000e+01, 1.0000e+01, 1.0000e+00, 1.0000e-02, 1.7012e+02
1, 2, 7.5000e+01, 1.0000e+01, 1.0000e+00, 1.6000e-02, 1.5282e+02
1, 2, 7.5000e+01, 1.0000e+01, 1.0000e+00, 2.7000e-02, 1.3454e+02
1, 2, 7.5000e+01, 1.0000e+01, 1.0000e+00, 4.5000e-02, 1.1810e+02
1, 2, 7.5000e+01, 1.0000e+01, 1.0000e+00, 7.7000e-02, 1.0262e+02
1, 2, 7.5000e+01, 1.0000e+01, 1.0000e+00, 1.3000e-01, 8.8472e+01
1, 2, 7.5000e+01, 1.0000e+01, 1.0000e+00, 2.1000e-01, 7.6310e+01
1, 2, 7.5000e+01, 1.0000e+01, 1.0000e+00, 3.5000e-01, 6.4725e+01
1, 2, 7.5000e+01, 1.0000e+01, 1.0000e+00, 6.0000e-01, 5.3892e+01
1, 2, 7.5000e+01, 1.0000e+01, 1.0000e+00, 9.5000e-01, 4.6167e+01
1, 2, 7.5000e+01, 1.0000e+01, 1.0000e+00, 1.7000e+00, 3.7297e+01
1, 2, 7.5000e+01, 1.0000e+01, 1.0000e+00, 3.0000e+00, 3.0106e+01
1, 2, 7.5000e+01, 1.0000e+01, 1.0000e+00, 5.1000e+00, 2.3920e+01
1, 2, 7.5000e+01, 1.0000e+01, 1.0000e+00, 8.3000e+00, 1.8809e+01
1, 2, 7.5000e+01, 1.0000e+01, 1.0000e+00, 1.2000e+01, 1.5259e+01
1, 2, 7.5000e+01, 1.0000e+01, 1.0000e+00, 1.9000e+01, 1.1135e+01
1, 2, 7.5000e+01, 1.0000e+01, 1.0000e+00, 3.0000e+01, 7.6974e+00
1, 2, 7.5000e+01, 1.0000e+01, 1.0000e+00, 4.0000e+01, 6.4864e+00
1, 2, 7.5000e+01, 1.0000e+01, 1.0000e+00, 5.0000e+01, 5.5975e+00
1, 2, 7.5000e+01, 1.0000e+01, 1.0000e+00, 6.0000e+01, 5.3242e+00
1, 2, 7.5000e+01, 1.0000e+01, 1.0000e+00, 7.0000e+01, 5.2290e+00
1, 2, 7.5000e+01, 1.0000e+01, 1.0000e+00, 8.0000e+01, 5.1738e+00
1, 2, 7.5000e+01, 1.0000e+01, 1.0000e+00, 9.9990e+01, 5.1392e+00
1, 3, 7.5000e+01, 1.5000e+01, 1.0000e+00, 5.0000e-04, 2.1657e+02
1, 3, 7.5000e+01, 1.5000e+01, 1.0000e+00, 1.0000e-03, 2.0157e+02
1, 3, 7.5000e+01, 1.5000e+01, 1.0000e+00, 3.0000e-03, 1.7044e+02
1, 3, 7.5000e+01, 1.5000e+01, 1.0000e+00, 5.0000e-03, 1.5436e+02
1, 3, 7.5000e+01, 1.5000e+01, 1.0000e+00, 1.0000e-02, 1.3238e+02
1, 3, 7.5000e+01, 1.5000e+01, 1.0000e+00, 1.6000e-02, 1.1797e+02
1, 3, 7.5000e+01, 1.5000e+01, 1.0000e+00, 2.7000e-02, 1.0286e+02
1, 3, 7.5000e+01, 1.5000e+01, 1.0000e+00, 4.5000e-02, 8.9379e+01
1, 3, 7.5000e+01, 1.5000e+01, 1.0000e+00, 7.7000e-02, 7.6769e+01
1, 3, 7.5000e+01, 1.5000e+01, 1.0000e+00, 1.3000e-01, 6.5463e+01
1, 3, 7.5000e+01, 1.5000e+01, 1.0000e+00, 2.1000e-01, 5.5930e+01
1, 3, 7.5000e+01, 1.5000e+01, 1.0000e+00, 3.5000e-01, 4.6971e+01
1, 3, 7.5000e+01, 1.5000e+01, 1.0000e+00, 6.0000e-01, 3.8722e+01
1, 3, 7.5000e+01, 1.5000e+01, 1.0000e+00, 9.5000e-01, 3.2891e+01
1, 3, 7.5000e+01, 1.5000e+01, 1.0000e+00, 1.7000e+00, 2.6322e+01
1, 3, 7.5000e+01, 1.5000e+01, 1.0000e+00, 3.0000e+00, 2.1070e+01
1, 3, 7.5000e+01, 1.5000e+01, 1.0000e+00, 5.1000e+00, 1.6638e+01
1, 3, 7.5000e+01, 1.5000e+01, 1.0000e+00, 8.3000e+00, 1.3026e+01
1, 3, 7.5000e+01, 1.5000e+01, 1.0000e+00, 1.2000e+01, 1.0544e+01
1, 3, 7.5000e+01, 1.5000e+01, 1.0000e+00, 1.9000e+01, 7.6849e+00
1, 3, 7.5000e+01, 1.5000e+01, 1.0000e+00, 3.0000e+01, 5.3149e+00
1, 3, 7.5000e+01, 1.5000e+01, 1.0000e+00, 4.0000e+01, 4.4738e+00
1, 3, 7.5000e+01, 1.5000e+01, 1.0000e+00, 5.0000e+01, 3.8594e+00
1, 3, 7.5000e+01, 1.5000e+01, 1.0000e+00, 6.0000e+01, 3.6621e+00
1, 3, 7.5000e+01, 1.5000e+01, 1.0000e+00, 7.0000e+01, 3.5856e+00
1, 3, 7.5000e+01, 1.5000e+01, 1.0000e+00, 8.0000e+01, 3.5366e+00
1, 3, 7.5000e+01, 1.5000e+01, 1.0000e+00, 9.9990e+01, 3.4911e+00
1, 4, 7.5000e+01, 2.0000e+01, 1.0000e+00, 5.0000e-04, 1.8818e+02
1, 4, 7.5000e+01, 2.0000e+01, 1.0000e+00, 1.0000e-03, 1.7422e+02
1, 4, 7.5000e+01, 2.0000e+01, 1.0000e+00, 3.0000e-03, 1.4594e+02
1, 4, 7.5000e+01, 2.0000e+01, 1.0000e+00, 5.0000e-03, 1.3152e+02
1, 4, 7.5000e+01, 2.0000e+01, 1.0000e+00, 1.0000e-02, 1.1197e+02
1, 4, 7.5000e+01, 2.0000e+01, 1.0000e+00, 1.6000e-02, 9.9229e+01
1, 4, 7.5000e+01, 2.0000e+01, 1.0000e+00, 2.7000e-02, 8.5946e+01
1, 4, 7.5000e+01, 2.0000e+01, 1.0000e+00, 4.5000e-02, 7.4149e+01
1, 4, 7.5000e+01, 2.0000e+01, 1.0000e+00, 7.7000e-02, 6.3168e+01
1, 4, 7.5000e+01, 2.0000e+01, 1.0000e+00, 1.3000e-01, 5.3442e+01
1, 4, 7.5000e+01, 2.0000e+01, 1.0000e+00, 2.1000e-01, 4.5345e+01
1, 4, 7.5000e+01, 2.0000e+01, 1.0000e+00, 3.5000e-01, 3.7803e+01
1, 4, 7.5000e+01, 2.0000e+01, 1.0000e+00, 6.0000e-01, 3.0932e+01
1, 4, 7.5000e+01, 2.0000e+01, 1.0000e+00, 9.5000e-01, 2.6105e+01
1, 4, 7.5000e+01, 2.0000e+01, 1.0000e+00, 1.7000e+00, 2.0740e+01
1, 4, 7.5000e+01, 2.0000e+01, 1.0000e+00, 3.0000e+00, 1.6492e+01
1, 4, 7.5000e+01, 2.0000e+01, 1.0000e+00, 5.1000e+00, 1.2959e+01
1, 4, 7.5000e+01, 2.0000e+01, 1.0000e+00, 8.3000e+00, 1.0110e+01
1, 4, 7.5000e+01, 2.0000e+01, 1.0000e+00, 1.2000e+01, 8.1663e+00
1, 4, 7.5000e+01, 2.0000e+01, 1.0000e+00, 1.9000e+01, 5.9441e+00
1, 4, 7.5000e+01, 2.0000e+01, 1.0000e+00, 3.0000e+01, 4.1100e+00
1, 4, 7.5000e+01, 2.0000e+01, 1.0000e+00, 4.0000e+01, 3.4551e+00
1, 4, 7.5000e+01, 2.0000e+01, 1.0000e+00, 5.0000e+01, 2.9785e+00
1, 4, 7.5000e+01, 2.0000e+01, 1.0000e+00, 6.0000e+01, 2.8206e+00
1, 4, 7.5000e+01, 2.0000e+01, 1.0000e+00, 7.0000e+01, 2.7553e+00
1, 4, 7.5000e+01, 2.0000e+01, 1.0000e+00, 8.0000e+01, 2.7114e+00
1, 4, 7.5000e+01, 2.0000e+01, 1.0000e+00, 9.9990e+01, 2.6648e+00
1, 5, 7.5000e+01, 2.5000e+01, 1.0000e+00, 5.0000e-04, 1.7015e+02
1, 5, 7.5000e+01, 2.5000e+01, 1.0000e+00, 1.0000e-03, 1.5693e+02
1, 5, 7.5000e+01, 2.5000e+01, 1.0000e+00, 3.0000e-03, 1.3055e+02
1, 5, 7.5000e+01, 2.5000e+01, 1.0000e+00, 5.0000e-03, 1.1722e+02
1, 5, 7.5000e+01, 2.5000e+01, 1.0000e+00, 1.0000e-02, 9.9249e+01
1, 5, 7.5000e+01, 2.5000e+01, 1.0000e+00, 1.6000e-02, 8.7597e+01
1, 5, 7.5000e+01, 2.5000e+01, 1.0000e+00, 2.7000e-02, 7.5490e+01
1, 5, 7.5000e+01, 2.5000e+01, 1.0000e+00, 4.5000e-02, 6.4776e+01
1, 5, 7.5000e+01, 2.5000e+01, 1.0000e+00, 7.7000e-02, 5.4837e+01
1, 5, 7.5000e+01, 2.5000e+01, 1.0000e+00, 1.3000e-01, 4.6109e+01
1, 5, 7.5000e+01, 2.5000e+01, 1.0000e+00, 2.1000e-01, 3.8909e+01
1, 5, 7.5000e+01, 2.5000e+01, 1.0000e+00, 3.5000e-01, 3.2248e+01
1, 5, 7.5000e+01, 2.5000e+01, 1.0000e+00, 6.0000e-01, 2.6228e+01
1, 5, 7.5000e+01, 2.5000e+01, 1.0000e+00, 9.5000e-01, 2.2017e+01
1, 5, 7.5000e+01, 2.5000e+01, 1.0000e+00, 1.7000e+00, 1.7387e+01
1, 5, 7.5000e+01, 2.5000e+01, 1.0000e+00, 3.0000e+00, 1.3748e+01
1, 5, 7.5000e+01, 2.5000e+01, 1.0000e+00, 5.1000e+00, 1.0757e+01
1, 5, 7.5000e+01, 2.5000e+01, 1.0000e+00, 8.3000e+00, 8.3660e+00
1, 5, 7.5000e+01, 2.5000e+01, 1.0000e+00, 1.2000e+01, 6.7459e+00
1, 5, 7.5000e+01, 2.5000e+01, 1.0000e+00, 1.9000e+01, 4.9040e+00
1, 5, 7.5000e+01, 2.5000e+01, 1.0000e+00, 3.0000e+01, 3.3896e+00
1, 5, 7.5000e+01, 2.5000e+01, 1.0000e+00, 4.0000e+01, 2.8459e+00
1, 5, 7.5000e+01, 2.5000e+01, 1.0000e+00, 5.0000e+01, 2.4515e+00
1, 5, 7.5000e+01, 2.5000e+01, 1.0000e+00, 6.0000e+01, 2.3173e+00
1, 5, 7.5000e+01, 2.5000e+01, 1.0000e+00, 7.0000e+01, 2.2593e+00
1, 5, 7.5000e+01, 2.5000e+01, 1.0000e+00, 8.0000e+01, 2.2192e+00
1, 5, 7.5000e+01, 2.5000e+01, 1.0000e+00, 9.9990e+01, 2.1734e+00
1, 6, 7.5000e+01, 3.0000e+01, 1.0000e+00, 5.0000e-04, 1.5791e+02
1, 6, 7.5000e+01, 3.0000e+01, 1.0000e+00, 1.0000e-03, 1.4521e+02
1, 6, 7.5000e+01, 3.0000e+01, 1.0000e+00, 3.0000e-03, 1.2017e+02
1, 6, 7.5000e+01, 3.0000e+01, 1.0000e+00, 5.0000e-03, 1.0760e+02
1, 6, 7.5000e+01, 3.0000e+01, 1.0000e+00, 1.0000e-02, 9.0717e+01
1, 6, 7.5000e+01, 3.0000e+01, 1.0000e+00, 1.6000e-02, 7.9809e+01
1, 6, 7.5000e+01, 3.0000e+01, 1.0000e+00, 2.7000e-02, 6.8507e+01
1, 6, 7.5000e+01, 3.0000e+01, 1.0000e+00, 4.5000e-02, 5.8529e+01
1, 6, 7.5000e+01, 3.0000e+01, 1.0000e+00, 7.7000e-02, 4.9298e+01
1, 6, 7.5000e+01, 3.0000e+01, 1.0000e+00, 1.3000e-01, 4.1244e+01
1, 6, 7.5000e+01, 3.0000e+01, 1.0000e+00, 2.1000e-01, 3.4647e+01
1, 6, 7.5000e+01, 3.0000e+01, 1.0000e+00, 3.5000e-01, 2.8576e+01
1, 6, 7.5000e+01, 3.0000e+01, 1.0000e+00, 6.0000e-01, 2.3122e+01
1, 6, 7.5000e+01, 3.0000e+01, 1.0000e+00, 9.5000e-01, 1.9322e+01
1, 6, 7.5000e+01, 3.0000e+01, 1.0000e+00, 1.7000e+00, 1.5178e+01
1, 6, 7.5000e+01, 3.0000e+01, 1.0000e+00, 3.0000e+00, 1.1943e+01
1, 6, 7.5000e+01, 3.0000e+01, 1.0000e+00, 5.1000e+00, 9.3094e+00
1, 6, 7.5000e+01, 3.0000e+01, 1.0000e+00, 8.3000e+00, 7.2197e+00
1, 6, 7.5000e+01, 3.0000e+01, 1.0000e+00, 1.2000e+01, 5.8121e+00
1, 6, 7.5000e+01, 3.0000e+01, 1.0000e+00, 1.9000e+01, 4.2203e+00
1, 6, 7.5000e+01, 3.0000e+01, 1.0000e+00, 3.0000e+01, 2.9160e+00
1, 6, 7.5000e+01, 3.0000e+01, 1.0000e+00, 4.0000e+01, 2.4452e+00
1, 6, 7.5000e+01, 3.0000e+01, 1.0000e+00, 5.0000e+01, 2.1048e+00
1, 6, 7.5000e+01, 3.0000e+01, 1.0000e+00, 6.0000e+01, 1.9863e+00
1, 6, 7.5000e+01, 3.0000e+01, 1.0000e+00, 7.0000e+01, 1.9332e+00
1, 6, 7.5000e+01, 3.0000e+01, 1.0000e+00, 8.0000e+01, 1.8958e+00
1, 6, 7.5000e+01, 3.0000e+01, 1.0000e+00, 9.9990e+01, 1.8510e+00
1, 7, 7.5000e+01, 3.5000e+01, 1.0000e+00, 5.0000e-04, 1.4930e+02
1, 7, 7.5000e+01, 3.5000e+01, 1.0000e+00, 1.0000e-03, 1.3699e+02
1, 7, 7.5000e+01, 3.5000e+01, 1.0000e+00, 3.0000e-03, 1.1290e+02
1, 7, 7.5000e+01, 3.5000e+01, 1.0000e+00, 5.0000e-03, 1.0087e+02
1, 7, 7.5000e+01, 3.5000e+01, 1.0000e+00, 1.0000e-02, 8.4758e+01
1, 7, 7.5000e+01, 3.5000e+01, 1.0000e+00, 1.6000e-02, 7.4375e+01
1, 7, 7.5000e+01, 3.5000e+01, 1.0000e+00, 2.7000e-02, 6.3637e+01
1, 7, 7.5000e+01, 3.5000e+01, 1.0000e+00, 4.5000e-02, 5.4177e+01
1, 7, 7.5000e+01, 3.5000e+01, 1.0000e+00, 7.7000e-02, 4.5440e+01
1, 7, 7.5000e+01, 3.5000e+01, 1.0000e+00, 1.3000e-01, 3.7857e+01
1, 7, 7.5000e+01, 3.5000e+01, 1.0000e+00, 2.1000e-01, 3.1680e+01
1, 7, 7.5000e+01, 3.5000e+01, 1.0000e+00, 3.5000e-01, 2.6019e+01
1, 7, 7.5000e+01, 3.5000e+01, 1.0000e+00, 6.0000e-01, 2.0960e+01
1, 7, 7.5000e+01, 3.5000e+01, 1.0000e+00, 9.5000e-01, 1.7445e+01
1, 7, 7.5000e+01, 3.5000e+01, 1.0000e+00, 1.7000e+00, 1.3639e+01
1, 7, 7.5000e+01, 3.5000e+01, 1.0000e+00, 3.0000e+00, 1.0685e+01
1, 7, 7.5000e+01, 3.5000e+01, 1.0000e+00, 5.1000e+00, 8.3000e+00
1, 7, 7.5000e+01, 3.5000e+01, 1.0000e+00, 8.3000e+00, 6.4203e+00
1, 7, 7.5000e+01, 3.5000e+01, 1.0000e+00, 1.2000e+01, 5.1608e+00
1, 7, 7.5000e+01, 3.5000e+01, 1.0000e+00, 1.9000e+01, 3.7433e+00
1, 7, 7.5000e+01, 3.5000e+01, 1.0000e+00, 3.0000e+01, 2.5855e+00
1, 7, 7.5000e+01, 3.5000e+01, 1.0000e+00, 4.0000e+01, 2.1655e+00
1, 7, 7.5000e+01, 3.5000e+01, 1.0000e+00, 5.0000e+01, 1.8628e+00
1, 7, 7.5000e+01, 3.5000e+01, 1.0000e+00, 6.0000e+01, 1.7551e+00
1, 7, 7.5000e+01, 3.5000e+01, 1.0000e+00, 7.0000e+01, 1.7054e+00
1, 7, 7.5000e+01, 3.5000e+01, 1.0000e+00, 8.0000e+01, 1.6699e+00
1, 7, 7.5000e+01, 3.5000e+01, 1.0000e+00, 9.9990e+01, 1.6259e+00
1, 8, 7.5000e+01, 4.0000e+01, 1.0000e+00, 5.0000e-04, 1.4316e+02
1, 8, 7.5000e+01, 4.0000e+01, 1.0000e+00, 1.0000e-03, 1.3113e+02
1, 8, 7.5000e+01, 4.0000e+01, 1.0000e+00, 3.0000e-03, 1.0773e+02
1, 8, 7.5000e+01, 4.0000e+01, 1.0000e+00, 5.0000e-03, 9.6084e+01
1, 8, 7.5000e+01, 4.0000e+01, 1.0000e+00, 1.0000e-02, 8.0518e+01
1, 8, 7.5000e+01, 4.0000e+01, 1.0000e+00, 1.6000e-02, 7.0507e+01
1, 8, 7.5000e+01, 4.0000e+01, 1.0000e+00, 2.7000e-02, 6.0169e+01
1, 8, 7.5000e+01, 4.0000e+01, 1.0000e+00, 4.5000e-02, 5.1074e+01
1, 8, 7.5000e+01, 4.0000e+01, 1.0000e+00, 7.7000e-02, 4.2686e+01
1, 8, 7.5000e+01, 4.0000e+01, 1.0000e+00, 1.3000e-01, 3.5434e+01
1, 8, 7.5000e+01, 4.0000e+01, 1.0000e+00, 2.1000e-01, 2.9555e+01
1, 8, 7.5000e+01, 4.0000e+01, 1.0000e+00, 3.5000e-01, 2.4185e+01
1, 8, 7.5000e+01, 4.0000e+01, 1.0000e+00, 6.0000e-01, 1.9406e+01
1, 8, 7.5000e+01, 4.0000e+01, 1.0000e+00, 9.5000e-01, 1.6094e+01
1, 8, 7.5000e+01, 4.0000e+01, 1.0000e+00, 1.7000e+00, 1.2530e+01
1, 8, 7.5000e+01, 4.0000e+01, 1.0000e+00, 3.0000e+00, 9.7756e+00
1, 8, 7.5000e+01, 4.0000e+01, 1.0000e+00, 5.1000e+00, 7.5697e+00
1, 8, 7.5000e+01, 4.0000e+01, 1.0000e+00, 8.3000e+00, 5.8413e+00
1, 8, 7.5000e+01, 4.0000e+01, 1.0000e+00, 1.2000e+01, 4.6889e+00
1, 8, 7.5000e+01, 4.0000e+01, 1.0000e+00, 1.9000e+01, 3.3976e+00
1, 8, 7.5000e+01, 4.0000e+01, 1.0000e+00, 3.0000e+01, 2.3460e+00
1, 8, 7.5000e+01, 4.0000e+01, 1.0000e+00, 4.0000e+01, 1.9627e+00
1, 8, 7.5000e+01, 4.0000e+01, 1.0000e+00, 5.0000e+01, 1.6871e+00
1, 8, 7.5000e+01, 4.0000e+01, 1.0000e+00, 6.0000e+01, 1.5872e+00
1, 8, 7.5000e+01, 4.0000e+01, 1.0000e+00, 7.0000e+01, 1.5398e+00
1, 8, 7.5000e+01, 4.0000e+01, 1.0000e+00, 8.0000e+01, 1.5057e+00
1, 8, 7.5000e+01, 4.0000e+01, 1.0000e+00, 9.9990e+01, 1.4623e+00
1, 9, 7.5000e+01, 4.5000e+01, 1.0000e+00, 5.0000e-04, 1.3880e+02
1, 9, 7.5000e+01, 4.5000e+01, 1.0000e+00, 1.0000e-03, 1.2697e+02
1, 9, 7.5000e+01, 4.5000e+01, 1.0000e+00, 3.0000e-03, 1.0404e+02
1, 9, 7.5000e+01, 4.5000e+01, 1.0000e+00, 5.0000e-03, 9.2673e+01
1, 9, 7.5000e+01, 4.5000e+01, 1.0000e+00, 1.0000e-02, 7.7492e+01
1, 9, 7.5000e+01, 4.5000e+01, 1.0000e+00, 1.6000e-02, 6.7742e+01
1, 9, 7.5000e+01, 4.5000e+01, 1.0000e+00, 2.7000e-02, 5.7683e+01
1, 9, 7.5000e+01, 4.5000e+01, 1.0000e+00, 4.5000e-02, 4.8843e+01
1, 9, 7.5000e+01, 4.5000e+01, 1.0000e+00, 7.7000e-02, 4.0698e+01
1, 9, 7.5000e+01, 4.5000e+01, 1.0000e+00, 1.3000e-01, 3.3680e+01
1, 9, 7.5000e+01, 4.5000e+01, 1.0000e+00, 2.1000e-01, 2.8011e+01
1, 9, 7.5000e+01, 4.5000e+01, 1.0000e+00, 3.5000e-01, 2.2848e+01
1, 9, 7.5000e+01, 4.5000e+01, 1.0000e+00, 6.0000e-01, 1.8270e+01
1, 9, 7.5000e+01, 4.5000e+01, 1.0000e+00, 9.5000e-01, 1.5103e+01
1, 9, 7.5000e+01, 4.5000e+01, 1.0000e+00, 1.7000e+00, 1.1713e+01
1, 9, 7.5000e+01, 4.5000e+01, 1.0000e+00, 3.0000e+00, 9.1041e+00
1, 9, 7.5000e+01, 4.5000e+01, 1.0000e+00, 5.1000e+00, 7.0289e+00
1, 9, 7.5000e+01, 4.5000e+01, 1.0000e+00, 8.3000e+00, 5.4118e+00
1, 9, 7.5000e+01, 4.5000e+01, 1.0000e+00, 1.2000e+01, 4.3384e+00
1, 9, 7.5000e+01, 4.5000e+01, 1.0000e+00, 1.9000e+01, 3.1408e+00
1, 9, 7.5000e+01, 4.5000e+01, 1.0000e+00, 3.0000e+01, 2.1681e+00
1, 9, 7.5000e+01, 4.5000e+01, 1.0000e+00, 4.0000e+01, 1.8119e+00
1, 9, 7.5000e+01, 4.5000e+01, 1.0000e+00, 5.0000e+01, 1.5564e+00
1, 9, 7.5000e+01, 4.5000e+01, 1.0000e+00, 6.0000e+01, 1.4621e+00
1, 9, 7.5000e+01, 4.5000e+01, 1.0000e+00, 7.0000e+01, 1.4163e+00
1, 9, 7.5000e+01, 4.5000e+01, 1.0000e+00, 8.0000e+01, 1.3830e+00
1, 9, 7.5000e+01, 4.5000e+01, 1.0000e+00, 9.9990e+01, 1.3401e+00
1, 10, 7.5000e+01, 5.0000e+01, 1.0000e+00, 5.0000e-04, 1.3574e+02
1, 10, 7.5000e+01, 5.0000e+01, 1.0000e+00, 1.0000e-03, 1.2405e+02
1, 10, 7.5000e+01, 5.0000e+01, 1.0000e+00, 3.0000e-03, 1.0145e+02
1, 10, 7.5000e+01, 5.0000e+01, 1.0000e+00, 5.0000e-03, 9.0268e+01
1, 10, 7.5000e+01, 5.0000e+01, 1.0000e+00, 1.0000e-02, 7.5350e+01
1, 10, 7.5000e+01, 5.0000e+01, 1.0000e+00, 1.6000e-02, 6.5778e+01
1, 10, 7.5000e+01, 5.0000e+01, 1.0000e+00, 2.7000e-02, 5.5910e+01
1, 10, 7.5000e+01, 5.0000e+01, 1.0000e+00, 4.5000e-02, 4.7244e+01
1, 10, 7.5000e+01, 5.0000e+01, 1.0000e+00, 7.7000e-02, 3.9265e+01
1, 10, 7.5000e+01, 5.0000e+01, 1.0000e+00, 1.3000e-01, 3.2408e+01
1, 10, 7.5000e+01, 5.0000e+01, 1.0000e+00, 2.1000e-01, 2.6886e+01
1, 10, 7.5000e+01, 5.0000e+01, 1.0000e+00, 3.5000e-01, 2.1869e+01
1, 10, 7.5000e+01, 5.0000e+01, 1.0000e+00, 6.0000e-01, 1.7432e+01
1, 10, 7.5000e+01, 5.0000e+01, 1.0000e+00, 9.5000e-01, 1.4369e+01
1, 10, 7.5000e+01, 5.0000e+01, 1.0000e+00, 1.7000e+00, 1.1105e+01
1, 10, 7.5000e+01, 5.0000e+01, 1.0000e+00, 3.0000e+00, 8.6018e+00
1, 10, 7.5000e+01, 5.0000e+01, 1.0000e+00, 5.1000e+00, 6.6229e+00
1, 10, 7.5000e+01, 5.0000e+01, 1.0000e+00, 8.3000e+00, 5.0886e+00
1, 10, 7.5000e+01, 5.0000e+01, 1.0000e+00, 1.2000e+01, 4.0744e+00
1, 10, 7.5000e+01, 5.0000e+01, 1.0000e+00, 1.9000e+01, 2.9471e+00
1, 10, 7.5000e+01, 5.0000e+01, 1.0000e+00, 3.0000e+01, 2.0340e+00
1, 10, 7.5000e+01, 5.0000e+01, 1.0000e+00, 4.0000e+01, 1.6979e+00
1, 10, 7.5000e+01, 5.0000e+01, 1.0000e+00, 5.0000e+01, 1.4576e+00
1, 10, 7.5000e+01, 5.0000e+01, 1.0000e+00, 6.0000e+01, 1.3674e+00
1, 10, 7.5000e+01, 5.0000e+01, 1.0000e+00, 7.0000e+01, 1.3227e+00
1, 10, 7.5000e+01, 5.0000e+01, 1.0000e+00, 8.0000e+01, 1.2899e+00
1, 10, 7.5000e+01, 5.0000e+01, 1.0000e+00, 9.9990e+01, 1.2471e+00
