# This file is generated on 06-Dec-2021 at 11:45:48 and contains for each site, each satellite, frequency:
# att_scin = attenuation due to scintillation (dB).
# All parameters are computed by: ITU-R P.618-10 model.
# Attenuation due to clouds results are sorted acording to the site identification number:
#    _ 1 = Budapest (Lat = 4.7498e+01 deg, Lon = 1.9040e+01 deg, Alt = 5.2700e-01 km)
# Stored values are organised as follow:
# Site number, Satellite number, Frequency (GHz), Elevation angle (deg), Elevation probability (), Time exceeded (%), att_scin (dB)
1, 4, 3.7500e+01, 2.0000e+01, 1.0000e+00, 1.0000e-03, 2.2764e+00
1, 4, 3.7500e+01, 2.0000e+01, 1.0000e+00, 3.0000e-03, 1.9111e+00
1, 4, 3.7500e+01, 2.0000e+01, 1.0000e+00, 5.0000e-03, 1.7598e+00
1, 4, 3.7500e+01, 2.0000e+01, 1.0000e+00, 1.0000e-02, 1.5713e+00
1, 4, 3.7500e+01, 2.0000e+01, 1.0000e+00, 1.6000e-02, 1.4535e+00
1, 4, 3.7500e+01, 2.0000e+01, 1.0000e+00, 2.7000e-02, 1.3309e+00
1, 4, 3.7500e+01, 2.0000e+01, 1.0000e+00, 4.5000e-02, 1.2190e+00
1, 4, 3.7500e+01, 2.0000e+01, 1.0000e+00, 7.7000e-02, 1.1087e+00
1, 4, 3.7500e+01, 2.0000e+01, 1.0000e+00, 1.3000e-01, 1.0075e+00
1, 4, 3.7500e+01, 2.0000e+01, 1.0000e+00, 2.1000e-01, 9.1953e-01
1, 4, 3.7500e+01, 2.0000e+01, 1.0000e+00, 3.5000e-01, 8.2985e-01
1, 4, 3.7500e+01, 2.0000e+01, 1.0000e+00, 6.0000e-01, 7.3883e-01
1, 4, 3.7500e+01, 2.0000e+01, 1.0000e+00, 9.5000e-01, 6.6340e-01
1, 4, 3.7500e+01, 2.0000e+01, 1.0000e+00, 1.7000e+00, 5.6970e-01
1, 4, 3.7500e+01, 2.0000e+01, 1.0000e+00, 3.0000e+00, 4.7906e-01
1, 4, 3.7500e+01, 2.0000e+01, 1.0000e+00, 5.1000e+00, 3.9403e-01
1, 4, 3.7500e+01, 2.0000e+01, 1.0000e+00, 8.3000e+00, 3.1484e-01
1, 4, 3.7500e+01, 2.0000e+01, 1.0000e+00, 1.2000e+01, 2.5369e-01
1, 4, 3.7500e+01, 2.0000e+01, 1.0000e+00, 1.9000e+01, 1.7545e-01
1, 4, 3.7500e+01, 2.0000e+01, 1.0000e+00, 3.0000e+01, 9.4904e-02
1, 4, 3.7500e+01, 2.0000e+01, 1.0000e+00, 4.0000e+01, 4.2460e-02
1, 4, 3.7500e+01, 2.0000e+01, 1.0000e+00, 5.0000e+01, 7.5129e-04
1, 4, 3.7500e+01, 2.0000e+01, 1.0000e+00, 6.0000e+01, -3.4051e-02
1, 4, 3.7500e+01, 2.0000e+01, 1.0000e+00, 7.0000e+01, -6.4016e-02
1, 4, 3.7500e+01, 2.0000e+01, 1.0000e+00, 8.0000e+01, -9.0392e-02
1, 4, 3.7500e+01, 2.0000e+01, 1.0000e+00, 9.0000e+01, -1.1399e-01
1, 4, 3.7500e+01, 2.0000e+01, 1.0000e+00, 9.9990e+01, -1.3536e-01
1, 5, 3.7500e+01, 2.5000e+01, 1.0000e+00, 5.0000e-04, 1.9689e+00
1, 5, 3.7500e+01, 2.5000e+01, 1.0000e+00, 1.0000e-03, 1.7659e+00
1, 5, 3.7500e+01, 2.5000e+01, 1.0000e+00, 3.0000e-03, 1.4825e+00
1, 5, 3.7500e+01, 2.5000e+01, 1.0000e+00, 5.0000e-03, 1.3652e+00
1, 5, 3.7500e+01, 2.5000e+01, 1.0000e+00, 1.0000e-02, 1.2190e+00
1, 5, 3.7500e+01, 2.5000e+01, 1.0000e+00, 1.6000e-02, 1.1276e+00
1, 5, 3.7500e+01, 2.5000e+01, 1.0000e+00, 2.7000e-02, 1.0324e+00
1, 5, 3.7500e+01, 2.5000e+01, 1.0000e+00, 4.5000e-02, 9.4566e-01
1, 5, 3.7500e+01, 2.5000e+01, 1.0000e+00, 7.7000e-02, 8.6011e-01
1, 5, 3.7500e+01, 2.5000e+01, 1.0000e+00, 1.3000e-01, 7.8160e-01
1, 5, 3.7500e+01, 2.5000e+01, 1.0000e+00, 2.1000e-01, 7.1333e-01
1, 5, 3.7500e+01, 2.5000e+01, 1.0000e+00, 3.5000e-01, 6.4376e-01
1, 5, 3.7500e+01, 2.5000e+01, 1.0000e+00, 6.0000e-01, 5.7315e-01
1, 5, 3.7500e+01, 2.5000e+01, 1.0000e+00, 9.5000e-01, 5.1464e-01
1, 5, 3.7500e+01, 2.5000e+01, 1.0000e+00, 1.7000e+00, 4.4195e-01
1, 5, 3.7500e+01, 2.5000e+01, 1.0000e+00, 3.0000e+00, 3.7163e-01
1, 5, 3.7500e+01, 2.5000e+01, 1.0000e+00, 5.1000e+00, 3.0567e-01
1, 5, 3.7500e+01, 2.5000e+01, 1.0000e+00, 8.3000e+00, 2.4424e-01
1, 5, 3.7500e+01, 2.5000e+01, 1.0000e+00, 1.2000e+01, 1.9680e-01
1, 5, 3.7500e+01, 2.5000e+01, 1.0000e+00, 1.9000e+01, 1.3611e-01
1, 5, 3.7500e+01, 2.5000e+01, 1.0000e+00, 3.0000e+01, 7.3622e-02
1, 5, 3.7500e+01, 2.5000e+01, 1.0000e+00, 4.0000e+01, 3.2939e-02
1, 5, 3.7500e+01, 2.5000e+01, 1.0000e+00, 5.0000e+01, 5.8282e-04
1, 5, 3.7500e+01, 2.5000e+01, 1.0000e+00, 6.0000e+01, -2.6415e-02
1, 5, 3.7500e+01, 2.5000e+01, 1.0000e+00, 7.0000e+01, -4.9661e-02
1, 5, 3.7500e+01, 2.5000e+01, 1.0000e+00, 8.0000e+01, -7.0122e-02
1, 5, 3.7500e+01, 2.5000e+01, 1.0000e+00, 9.0000e+01, -8.8431e-02
1, 5, 3.7500e+01, 2.5000e+01, 1.0000e+00, 9.9990e+01, -1.0501e-01
1, 6, 3.7500e+01, 3.0000e+01, 1.0000e+00, 5.0000e-04, 1.6092e+00
1, 6, 3.7500e+01, 3.0000e+01, 1.0000e+00, 1.0000e-03, 1.4433e+00
1, 6, 3.7500e+01, 3.0000e+01, 1.0000e+00, 3.0000e-03, 1.2116e+00
1, 6, 3.7500e+01, 3.0000e+01, 1.0000e+00, 5.0000e-03, 1.1157e+00
1, 6, 3.7500e+01, 3.0000e+01, 1.0000e+00, 1.0000e-02, 9.9623e-01
1, 6, 3.7500e+01, 3.0000e+01, 1.0000e+00, 1.6000e-02, 9.2154e-01
1, 6, 3.7500e+01, 3.0000e+01, 1.0000e+00, 2.7000e-02, 8.4381e-01
1, 6, 3.7500e+01, 3.0000e+01, 1.0000e+00, 4.5000e-02, 7.7287e-01
1, 6, 3.7500e+01, 3.0000e+01, 1.0000e+00, 7.7000e-02, 7.0296e-01
1, 6, 3.7500e+01, 3.0000e+01, 1.0000e+00, 1.3000e-01, 6.3879e-01
1, 6, 3.7500e+01, 3.0000e+01, 1.0000e+00, 2.1000e-01, 5.8299e-01
1, 6, 3.7500e+01, 3.0000e+01, 1.0000e+00, 3.5000e-01, 5.2614e-01
1, 6, 3.7500e+01, 3.0000e+01, 1.0000e+00, 6.0000e-01, 4.6843e-01
1, 6, 3.7500e+01, 3.0000e+01, 1.0000e+00, 9.5000e-01, 4.2061e-01
1, 6, 3.7500e+01, 3.0000e+01, 1.0000e+00, 1.7000e+00, 3.6120e-01
1, 6, 3.7500e+01, 3.0000e+01, 1.0000e+00, 3.0000e+00, 3.0373e-01
1, 6, 3.7500e+01, 3.0000e+01, 1.0000e+00, 5.1000e+00, 2.4982e-01
1, 6, 3.7500e+01, 3.0000e+01, 1.0000e+00, 8.3000e+00, 1.9961e-01
1, 6, 3.7500e+01, 3.0000e+01, 1.0000e+00, 1.2000e+01, 1.6084e-01
1, 6, 3.7500e+01, 3.0000e+01, 1.0000e+00, 1.9000e+01, 1.1124e-01
1, 6, 3.7500e+01, 3.0000e+01, 1.0000e+00, 3.0000e+01, 6.0170e-02
1, 6, 3.7500e+01, 3.0000e+01, 1.0000e+00, 4.0000e+01, 2.6920e-02
1, 6, 3.7500e+01, 3.0000e+01, 1.0000e+00, 5.0000e+01, 4.7633e-04
1, 6, 3.7500e+01, 3.0000e+01, 1.0000e+00, 6.0000e+01, -2.1589e-02
1, 6, 3.7500e+01, 3.0000e+01, 1.0000e+00, 7.0000e+01, -4.0587e-02
1, 6, 3.7500e+01, 3.0000e+01, 1.0000e+00, 8.0000e+01, -5.7310e-02
1, 6, 3.7500e+01, 3.0000e+01, 1.0000e+00, 9.0000e+01, -7.2274e-02
1, 6, 3.7500e+01, 3.0000e+01, 1.0000e+00, 9.9990e+01, -8.5821e-02
1, 7, 3.7500e+01, 3.5000e+01, 1.0000e+00, 5.0000e-04, 1.3648e+00
1, 7, 3.7500e+01, 3.5000e+01, 1.0000e+00, 1.0000e-03, 1.2241e+00
1, 7, 3.7500e+01, 3.5000e+01, 1.0000e+00, 3.0000e-03, 1.0276e+00
1, 7, 3.7500e+01, 3.5000e+01, 1.0000e+00, 5.0000e-03, 9.4627e-01
1, 7, 3.7500e+01, 3.5000e+01, 1.0000e+00, 1.0000e-02, 8.4492e-01
1, 7, 3.7500e+01, 3.5000e+01, 1.0000e+00, 1.6000e-02, 7.8157e-01
1, 7, 3.7500e+01, 3.5000e+01, 1.0000e+00, 2.7000e-02, 7.1564e-01
1, 7, 3.7500e+01, 3.5000e+01, 1.0000e+00, 4.5000e-02, 6.5548e-01
1, 7, 3.7500e+01, 3.5000e+01, 1.0000e+00, 7.7000e-02, 5.9619e-01
1, 7, 3.7500e+01, 3.5000e+01, 1.0000e+00, 1.3000e-01, 5.4177e-01
1, 7, 3.7500e+01, 3.5000e+01, 1.0000e+00, 2.1000e-01, 4.9444e-01
1, 7, 3.7500e+01, 3.5000e+01, 1.0000e+00, 3.5000e-01, 4.4622e-01
1, 7, 3.7500e+01, 3.5000e+01, 1.0000e+00, 6.0000e-01, 3.9728e-01
1, 7, 3.7500e+01, 3.5000e+01, 1.0000e+00, 9.5000e-01, 3.5672e-01
1, 7, 3.7500e+01, 3.5000e+01, 1.0000e+00, 1.7000e+00, 3.0634e-01
1, 7, 3.7500e+01, 3.5000e+01, 1.0000e+00, 3.0000e+00, 2.5760e-01
1, 7, 3.7500e+01, 3.5000e+01, 1.0000e+00, 5.1000e+00, 2.1187e-01
1, 7, 3.7500e+01, 3.5000e+01, 1.0000e+00, 8.3000e+00, 1.6929e-01
1, 7, 3.7500e+01, 3.5000e+01, 1.0000e+00, 1.2000e+01, 1.3641e-01
1, 7, 3.7500e+01, 3.5000e+01, 1.0000e+00, 1.9000e+01, 9.4345e-02
1, 7, 3.7500e+01, 3.5000e+01, 1.0000e+00, 3.0000e+01, 5.1031e-02
1, 7, 3.7500e+01, 3.5000e+01, 1.0000e+00, 4.0000e+01, 2.2831e-02
1, 7, 3.7500e+01, 3.5000e+01, 1.0000e+00, 5.0000e+01, 4.0398e-04
1, 7, 3.7500e+01, 3.5000e+01, 1.0000e+00, 6.0000e+01, -1.8310e-02
1, 7, 3.7500e+01, 3.5000e+01, 1.0000e+00, 7.0000e+01, -3.4422e-02
1, 7, 3.7500e+01, 3.5000e+01, 1.0000e+00, 8.0000e+01, -4.8605e-02
1, 7, 3.7500e+01, 3.5000e+01, 1.0000e+00, 9.0000e+01, -6.1296e-02
1, 7, 3.7500e+01, 3.5000e+01, 1.0000e+00, 9.9990e+01, -7.2786e-02
1, 8, 3.7500e+01, 4.0000e+01, 1.0000e+00, 5.0000e-04, 1.1904e+00
1, 8, 3.7500e+01, 4.0000e+01, 1.0000e+00, 1.0000e-03, 1.0676e+00
1, 8, 3.7500e+01, 4.0000e+01, 1.0000e+00, 3.0000e-03, 8.9631e-01
1, 8, 3.7500e+01, 4.0000e+01, 1.0000e+00, 5.0000e-03, 8.2536e-01
1, 8, 3.7500e+01, 4.0000e+01, 1.0000e+00, 1.0000e-02, 7.3696e-01
1, 8, 3.7500e+01, 4.0000e+01, 1.0000e+00, 1.6000e-02, 6.8171e-01
1, 8, 3.7500e+01, 4.0000e+01, 1.0000e+00, 2.7000e-02, 6.2420e-01
1, 8, 3.7500e+01, 4.0000e+01, 1.0000e+00, 4.5000e-02, 5.7173e-01
1, 8, 3.7500e+01, 4.0000e+01, 1.0000e+00, 7.7000e-02, 5.2001e-01
1, 8, 3.7500e+01, 4.0000e+01, 1.0000e+00, 1.3000e-01, 4.7254e-01
1, 8, 3.7500e+01, 4.0000e+01, 1.0000e+00, 2.1000e-01, 4.3127e-01
1, 8, 3.7500e+01, 4.0000e+01, 1.0000e+00, 3.5000e-01, 3.8921e-01
1, 8, 3.7500e+01, 4.0000e+01, 1.0000e+00, 6.0000e-01, 3.4652e-01
1, 8, 3.7500e+01, 4.0000e+01, 1.0000e+00, 9.5000e-01, 3.1114e-01
1, 8, 3.7500e+01, 4.0000e+01, 1.0000e+00, 1.7000e+00, 2.6720e-01
1, 8, 3.7500e+01, 4.0000e+01, 1.0000e+00, 3.0000e+00, 2.2468e-01
1, 8, 3.7500e+01, 4.0000e+01, 1.0000e+00, 5.1000e+00, 1.8480e-01
1, 8, 3.7500e+01, 4.0000e+01, 1.0000e+00, 8.3000e+00, 1.4766e-01
1, 8, 3.7500e+01, 4.0000e+01, 1.0000e+00, 1.2000e+01, 1.1898e-01
1, 8, 3.7500e+01, 4.0000e+01, 1.0000e+00, 1.9000e+01, 8.2290e-02
1, 8, 3.7500e+01, 4.0000e+01, 1.0000e+00, 3.0000e+01, 4.4511e-02
1, 8, 3.7500e+01, 4.0000e+01, 1.0000e+00, 4.0000e+01, 1.9914e-02
1, 8, 3.7500e+01, 4.0000e+01, 1.0000e+00, 5.0000e+01, 3.5236e-04
1, 8, 3.7500e+01, 4.0000e+01, 1.0000e+00, 6.0000e+01, -1.5970e-02
1, 8, 3.7500e+01, 4.0000e+01, 1.0000e+00, 7.0000e+01, -3.0024e-02
1, 8, 3.7500e+01, 4.0000e+01, 1.0000e+00, 8.0000e+01, -4.2395e-02
1, 8, 3.7500e+01, 4.0000e+01, 1.0000e+00, 9.0000e+01, -5.3464e-02
1, 8, 3.7500e+01, 4.0000e+01, 1.0000e+00, 9.9990e+01, -6.3486e-02
1, 9, 3.7500e+01, 4.5000e+01, 1.0000e+00, 5.0000e-04, 1.0617e+00
1, 9, 3.7500e+01, 4.5000e+01, 1.0000e+00, 1.0000e-03, 9.5220e-01
1, 9, 3.7500e+01, 4.5000e+01, 1.0000e+00, 3.0000e-03, 7.9938e-01
1, 9, 3.7500e+01, 4.5000e+01, 1.0000e+00, 5.0000e-03, 7.3611e-01
1, 9, 3.7500e+01, 4.5000e+01, 1.0000e+00, 1.0000e-02, 6.5727e-01
1, 9, 3.7500e+01, 4.5000e+01, 1.0000e+00, 1.6000e-02, 6.0799e-01
1, 9, 3.7500e+01, 4.5000e+01, 1.0000e+00, 2.7000e-02, 5.5670e-01
1, 9, 3.7500e+01, 4.5000e+01, 1.0000e+00, 4.5000e-02, 5.0991e-01
1, 9, 3.7500e+01, 4.5000e+01, 1.0000e+00, 7.7000e-02, 4.6378e-01
1, 9, 3.7500e+01, 4.5000e+01, 1.0000e+00, 1.3000e-01, 4.2144e-01
1, 9, 3.7500e+01, 4.5000e+01, 1.0000e+00, 2.1000e-01, 3.8463e-01
1, 9, 3.7500e+01, 4.5000e+01, 1.0000e+00, 3.5000e-01, 3.4712e-01
1, 9, 3.7500e+01, 4.5000e+01, 1.0000e+00, 6.0000e-01, 3.0905e-01
1, 9, 3.7500e+01, 4.5000e+01, 1.0000e+00, 9.5000e-01, 2.7750e-01
1, 9, 3.7500e+01, 4.5000e+01, 1.0000e+00, 1.7000e+00, 2.3830e-01
1, 9, 3.7500e+01, 4.5000e+01, 1.0000e+00, 3.0000e+00, 2.0039e-01
1, 9, 3.7500e+01, 4.5000e+01, 1.0000e+00, 5.1000e+00, 1.6482e-01
1, 9, 3.7500e+01, 4.5000e+01, 1.0000e+00, 8.3000e+00, 1.3169e-01
1, 9, 3.7500e+01, 4.5000e+01, 1.0000e+00, 1.2000e+01, 1.0612e-01
1, 9, 3.7500e+01, 4.5000e+01, 1.0000e+00, 1.9000e+01, 7.3391e-02
1, 9, 3.7500e+01, 4.5000e+01, 1.0000e+00, 3.0000e+01, 3.9697e-02
1, 9, 3.7500e+01, 4.5000e+01, 1.0000e+00, 4.0000e+01, 1.7761e-02
1, 9, 3.7500e+01, 4.5000e+01, 1.0000e+00, 5.0000e+01, 3.1426e-04
1, 9, 3.7500e+01, 4.5000e+01, 1.0000e+00, 6.0000e+01, -1.4243e-02
1, 9, 3.7500e+01, 4.5000e+01, 1.0000e+00, 7.0000e+01, -2.6777e-02
1, 9, 3.7500e+01, 4.5000e+01, 1.0000e+00, 8.0000e+01, -3.7810e-02
1, 9, 3.7500e+01, 4.5000e+01, 1.0000e+00, 9.0000e+01, -4.7683e-02
1, 9, 3.7500e+01, 4.5000e+01, 1.0000e+00, 9.9990e+01, -5.6621e-02
1, 10, 3.7500e+01, 5.0000e+01, 1.0000e+00, 5.0000e-04, 9.6442e-01
1, 10, 3.7500e+01, 5.0000e+01, 1.0000e+00, 1.0000e-03, 8.6498e-01
1, 10, 3.7500e+01, 5.0000e+01, 1.0000e+00, 3.0000e-03, 7.2616e-01
1, 10, 3.7500e+01, 5.0000e+01, 1.0000e+00, 5.0000e-03, 6.6868e-01
1, 10, 3.7500e+01, 5.0000e+01, 1.0000e+00, 1.0000e-02, 5.9706e-01
1, 10, 3.7500e+01, 5.0000e+01, 1.0000e+00, 1.6000e-02, 5.5230e-01
1, 10, 3.7500e+01, 5.0000e+01, 1.0000e+00, 2.7000e-02, 5.0571e-01
1, 10, 3.7500e+01, 5.0000e+01, 1.0000e+00, 4.5000e-02, 4.6320e-01
1, 10, 3.7500e+01, 5.0000e+01, 1.0000e+00, 7.7000e-02, 4.2130e-01
1, 10, 3.7500e+01, 5.0000e+01, 1.0000e+00, 1.3000e-01, 3.8284e-01
1, 10, 3.7500e+01, 5.0000e+01, 1.0000e+00, 2.1000e-01, 3.4940e-01
1, 10, 3.7500e+01, 5.0000e+01, 1.0000e+00, 3.5000e-01, 3.1532e-01
1, 10, 3.7500e+01, 5.0000e+01, 1.0000e+00, 6.0000e-01, 2.8074e-01
1, 10, 3.7500e+01, 5.0000e+01, 1.0000e+00, 9.5000e-01, 2.5208e-01
1, 10, 3.7500e+01, 5.0000e+01, 1.0000e+00, 1.7000e+00, 2.1647e-01
1, 10, 3.7500e+01, 5.0000e+01, 1.0000e+00, 3.0000e+00, 1.8203e-01
1, 10, 3.7500e+01, 5.0000e+01, 1.0000e+00, 5.1000e+00, 1.4972e-01
1, 10, 3.7500e+01, 5.0000e+01, 1.0000e+00, 8.3000e+00, 1.1963e-01
